Betrag,ZeitLetzteTx,EntfernungClusterzentrum,EntfernungnaechstesGeraet,letzteHandyEntsperrung,Alter,Fraud,5311,5411,5541,5812,5912,7995,6012,5813,4111,7011
775.36,22.88,2.34,19.69,127.96,73,0,0,0,0,0,0,0,1,0,0,0
2874.68,2.66,43.06,172.88,0.71,64,0,0,1,0,0,0,0,0,0,0,0
57.87,0.77,26.77,218.62,18.92,24,0,0,0,0,0,0,0,1,0,0,0
1783.64,37.33,46.06,494.23,24.6,55,0,1,0,0,0,0,0,0,0,0,0
6670.11,9.2,45.63,442.83,3.67,62,0,0,0,0,0,0,0,0,0,1,0
4510.38,8.77,44.29,53.21,52.34,64,1,0,0,0,1,0,0,0,0,0,0
5631.46,18.74,32.76,442.96,76.5,63,1,0,0,0,0,0,1,0,0,0,0
809.37,0.44,9.34,65.17,25.31,80,0,0,0,1,0,0,0,0,0,0,0
4271.94,4.63,907.76,45.61,23.27,74,0,0,0,0,0,1,0,0,0,0,0
1948.38,2.23,973.73,331.25,14.41,45,0,0,1,0,0,0,0,0,0,0,0
6886.62,27.72,57.28,345.59,32.86,78,0,0,0,0,1,0,0,0,0,0,0
4201.32,1.6,6.93,106.56,64.18,46,1,0,0,0,0,0,0,1,0,0,0
6598.12,38.94,956.04,329.06,1.06,34,0,0,1,0,0,0,0,0,0,0,0
1218.63,8.05,54.83,356.97,9.64,79,0,0,0,0,0,0,0,1,0,0,0
1146,54.26,19.53,407.51,98.3,47,1,0,0,0,0,0,1,0,0,0,0
5861.45,3.03,91.07,96.19,13.52,70,0,0,0,0,1,0,0,0,0,0,0
8916.81,16.54,57.01,467.21,13.23,59,0,0,0,0,1,0,0,0,0,0,0
7456.29,0.43,37.97,22.68,2.5,33,0,0,0,0,0,0,1,0,0,0,0
8047.05,0.3,20.59,480.52,15.78,48,0,0,0,0,0,0,0,1,0,0,0
1994.64,4.18,17.39,175.29,4.26,63,0,0,0,1,0,0,0,0,0,0,0
5089.02,16.41,83.62,125.87,29.8,39,0,0,1,0,0,0,0,0,0,0,0
8844.81,37.72,74.08,86,25,56,0,0,0,0,0,1,0,0,0,0,0
9364.3,37.89,715.01,347.69,51.28,80,1,0,0,0,0,0,0,0,0,1,0
570.37,4.75,69.45,105.99,16.42,76,0,0,0,1,0,0,0,0,0,0,0
1594.79,4.09,43.75,45.25,12.69,21,0,0,0,1,0,0,0,0,0,0,0
1032.38,11.68,91.15,333.77,12.16,53,0,0,0,1,0,0,0,0,0,0,0
1694.64,8.02,99.32,367.06,81.4,62,0,0,0,0,0,0,0,1,0,0,0
1573.47,6.48,22.36,431.89,8.54,22,0,0,0,0,0,0,0,0,0,0,1
4745.73,8.08,61.58,329.9,43.32,37,1,0,0,1,0,0,0,0,0,0,0
3345.96,5.51,77.47,60.93,11.42,40,0,0,1,0,0,0,0,0,0,0,0
805.33,0.34,84.47,105.69,17.81,78,0,0,0,0,0,0,0,0,0,1,0
3224.93,11.94,41.33,43.57,57.99,26,0,0,0,1,0,0,0,0,0,0,0
9006.62,1.74,69.57,330.12,15.25,43,0,0,1,0,0,0,0,0,0,0,0
4626.03,1.23,937.52,435.88,4.66,75,0,0,0,1,0,0,0,0,0,0,0
7352.66,0.24,190.64,51.36,53.07,75,0,0,0,1,0,0,0,0,0,0,0
2401.93,50.14,61.69,249.28,5.52,27,0,0,0,0,0,0,0,0,0,1,0
4658.91,5.13,75.56,83.41,14.65,51,0,0,0,0,0,1,0,0,0,0,0
8835.7,21.03,74.3,324.52,3.83,24,0,0,0,0,0,0,0,0,0,1,0
8964.97,22.55,759.71,375.84,2.84,33,1,1,0,0,0,0,0,0,0,0,0
1498.79,18.34,62.41,67.76,125.9,89,0,0,0,0,0,0,1,0,0,0,0
3358.94,12.16,25.43,231.64,23.97,19,0,0,0,0,0,0,0,1,0,0,0
3403.75,12.48,45.38,42.63,23.14,34,0,0,0,0,0,0,0,0,0,0,1
2914.15,8.1,778.62,164.83,57.21,78,0,0,0,0,0,1,0,0,0,0,0
4141.92,5.46,11.1,442.4,20.34,78,0,0,0,0,0,0,0,1,0,0,0
4662.33,22.31,14.78,411.62,9.86,76,0,0,0,1,0,0,0,0,0,0,0
5290.09,0.97,427.19,180.54,24.45,61,0,0,0,0,0,0,0,0,1,0,0
424.43,8.59,643.9,369.48,0.07,32,0,1,0,0,0,0,0,0,0,0,0
2334.74,11.15,36.03,172.93,0.05,71,0,0,0,0,0,0,0,1,0,0,0
6457,5,79.27,334.91,18.53,48,0,0,0,1,0,0,0,0,0,0,0
6640.98,0.41,261.06,408.25,1.24,51,1,0,0,1,0,0,0,0,0,0,0
6075.01,3.49,42.92,260.24,26.03,24,0,0,0,0,0,1,0,0,0,0,0
2057.6,11.15,60.27,17.5,83.51,45,0,0,0,0,0,0,0,0,0,1,0
4175.47,16.3,5.44,152.35,20.17,49,0,0,0,1,0,0,0,0,0,0,0
5250.68,61.12,87.21,340.76,33.15,76,1,0,0,0,0,1,0,0,0,0,0
1731.43,3.56,29.97,11.82,41.44,35,0,0,0,0,1,0,0,0,0,0,0
9545.19,3.9,583.74,368.92,24.39,31,0,0,0,0,0,0,0,1,0,0,0
5437.82,1.53,74.44,337.11,36.03,60,0,0,0,0,0,0,0,0,0,0,1
648.98,14.94,84.11,491.37,117.46,22,0,0,0,0,0,1,0,0,0,0,0
7768.47,22.67,3.72,496.69,80.56,55,0,0,0,0,0,0,0,0,1,0,0
9982.62,5.89,50.01,163.45,8.87,69,1,0,0,0,0,0,1,0,0,0,0
1477.18,2.92,63.93,74.5,38.68,26,0,0,0,0,0,0,0,0,0,0,1
299.3,0.13,14.55,212.4,3.73,37,0,0,0,0,0,0,0,1,0,0,0
5476.77,14.49,38.3,148.4,12.37,78,0,0,0,0,0,0,0,0,0,1,0
575.82,17.72,30.05,48.91,7.27,52,0,0,0,1,0,0,0,0,0,0,0
852.06,11.06,36.49,244.62,22.46,66,0,1,0,0,0,0,0,0,0,0,0
5360.12,9.2,83.07,284.3,30.29,68,0,0,0,0,1,0,0,0,0,0,0
9569.68,1.28,61.58,171.47,25.07,30,0,1,0,0,0,0,0,0,0,0,0
793.92,8.89,38.96,392.14,12.79,78,0,0,0,0,0,0,0,0,0,1,0
5548.29,28.56,31.35,250.53,18.32,35,0,1,0,0,0,0,0,0,0,0,0
5086.89,15.23,713.61,268.28,52.09,66,1,0,1,0,0,0,0,0,0,0,0
6154,5.18,76.83,144.38,21.96,43,0,0,0,0,0,0,0,0,0,0,1
8795.59,1.29,62.31,467,1.06,50,0,0,0,0,0,0,0,0,1,0,0
4728.93,3.31,84.4,238.39,8.54,84,0,0,0,0,1,0,0,0,0,0,0
5691.46,10.45,33.8,395.69,43.4,84,1,0,0,0,0,0,1,0,0,0,0
5765.24,17.79,34.07,313.02,3.18,65,1,0,0,0,0,0,1,0,0,0,0
1402.47,4.59,61.62,190.64,11.64,32,0,0,0,0,0,0,0,0,1,0,0
2507.96,7.49,97.78,198.79,8.9,37,0,0,1,0,0,0,0,0,0,0,0
2182.72,5.74,33.48,417.93,20.42,47,0,0,0,0,0,0,1,0,0,0,0
3247.85,11,454.87,335.04,57.24,85,1,0,0,0,0,0,0,0,0,1,0
2313.86,0.5,74.6,100.87,15.4,89,0,0,0,1,0,0,0,0,0,0,0
3416.02,8.98,56.95,127.04,77.21,73,0,0,0,0,0,0,0,0,1,0,0
6664.88,2.94,46.3,180.75,40.47,86,0,0,0,0,0,1,0,0,0,0,0
2974.82,4.36,25.43,377.78,6.54,68,0,0,0,0,0,0,0,1,0,0,0
4887.31,13.91,27.05,437.16,6.67,70,0,1,0,0,0,0,0,0,0,0,0
9040.06,7.34,92.98,90.33,13.54,49,0,1,0,0,0,0,0,0,0,0,0
9133.48,0.99,41.98,242.8,0.15,46,0,1,0,0,0,0,0,0,0,0,0
8929.24,10.49,489.6,247.81,31.8,66,0,0,0,0,0,0,0,1,0,0,0
4162.55,17.81,76.34,143.33,41.29,78,0,0,0,1,0,0,0,0,0,0,0
7021.34,5.53,65.4,392.19,5.97,36,0,0,0,0,0,0,0,0,1,0,0
2968.79,6.46,51.76,174.11,54.57,70,0,0,0,0,0,1,0,0,0,0,0
7402.27,2.78,47.19,450.46,69.13,46,0,0,1,0,0,0,0,0,0,0,0
9571.16,2.04,35.35,52.39,7,21,0,0,0,0,0,1,0,0,0,0,0
8518.21,5.31,15.12,85.62,101.35,38,0,0,0,1,0,0,0,0,0,0,0
2133.47,1.3,73.53,45.69,27.57,68,0,0,1,0,0,0,0,0,0,0,0
5155.76,16.63,46.7,85.62,6.46,69,0,0,0,1,0,0,0,0,0,0,0
8527.61,1.06,45.48,226.82,8.11,25,1,0,0,0,0,0,1,0,0,0,0
8115.57,1.76,2.26,71.57,0.41,27,0,0,0,0,0,0,0,0,1,0,0
3387.57,5.34,55.59,200.71,13.25,38,0,0,0,0,0,0,0,0,0,0,1
9292.58,11.84,85.82,450.34,9.87,49,0,0,0,0,0,0,0,0,1,0,0
8385.63,4.33,87.23,318.81,18.64,55,0,0,0,0,0,1,0,0,0,0,0
516.17,6.46,5.62,126.84,61.71,62,0,0,1,0,0,0,0,0,0,0,0
9926.68,11.47,72.09,324.5,77.35,89,1,0,0,0,0,0,1,0,0,0,0
6636.8,6.29,7.49,384.13,54.3,67,0,0,0,0,0,0,0,0,0,0,1
7795.32,23.1,7.35,101.22,173.44,74,1,0,0,0,0,0,0,0,1,0,0
2187.25,7.49,72.49,180.27,9.3,25,0,0,0,0,1,0,0,0,0,0,0
9925.61,6.59,17.67,237.31,7.1,71,0,0,0,0,0,1,0,0,0,0,0
5484.84,4.17,470.99,360.26,11.12,83,0,0,0,0,0,0,0,0,1,0,0
6748.27,0.59,68.38,301.85,1.46,37,0,0,0,0,1,0,0,0,0,0,0
4842.67,3.45,75.52,452.96,4.65,72,0,0,0,0,0,1,0,0,0,0,0
8491.05,23.76,76.38,100.78,16.41,65,0,0,1,0,0,0,0,0,0,0,0
2535.88,1.4,12.11,374.95,18.25,24,0,0,0,1,0,0,0,0,0,0,0
1115.94,5.07,41.76,17.02,11.3,75,0,0,0,0,0,1,0,0,0,0,0
6236.49,1.59,55.34,116.54,27.48,22,0,0,0,0,0,0,0,0,1,0,0
284.19,8.63,14.62,406.19,7.08,22,0,0,0,0,1,0,0,0,0,0,0
397.46,22.41,70.11,351.85,0.53,81,1,0,0,0,0,0,0,1,0,0,0
2119.89,4.59,83.63,63.07,11.1,76,0,0,0,0,0,0,0,0,0,0,1
62.77,0.78,64.47,411.11,2.44,77,0,0,0,1,0,0,0,0,0,0,0
725.47,16.5,69.89,166.19,4.24,61,1,0,0,0,0,0,1,0,0,0,0
4080.63,7.18,834.35,489.42,5.29,68,1,1,0,0,0,0,0,0,0,0,0
3938.58,3.7,64.19,57.93,1.5,34,0,0,0,0,0,1,0,0,0,0,0
5714.41,15,196.29,36.59,2.39,33,0,0,0,0,0,0,0,0,0,1,0
2582.06,18.84,79.83,469.17,63.23,47,1,0,0,0,0,0,1,0,0,0,0
3677.42,2.8,116.73,438.93,44.67,51,1,0,0,0,0,0,0,0,0,0,1
7264.48,24.26,36.28,407.12,1.11,75,0,1,0,0,0,0,0,0,0,0,0
2378.5,1.82,31.85,252.75,30.2,54,0,0,0,1,0,0,0,0,0,0,0
227.62,1.84,648.01,29.99,95.07,39,1,0,0,0,0,0,1,0,0,0,0
2011.77,1.7,779.4,40.3,7.2,46,1,0,0,0,0,0,1,0,0,0,0
4019.48,24.98,18.59,40.51,33.59,83,0,0,0,0,0,0,0,0,0,0,1
8609.04,0.32,56.71,92.02,18.36,43,0,0,0,0,0,0,0,0,0,0,1
7345.2,17.63,61.11,458.98,3.95,68,0,0,0,1,0,0,0,0,0,0,0
6364.32,0.06,44.85,351.77,119.97,24,1,0,0,0,0,0,0,0,0,1,0
3423.79,20.66,11.36,306.54,50.55,28,1,0,0,0,0,0,1,0,0,0,0
6927.38,2.25,89.05,385.22,24.88,37,0,0,0,0,0,0,0,0,1,0,0
5779.52,13.67,975.67,153.98,44.52,83,0,0,0,0,1,0,0,0,0,0,0
6953.91,6.6,72.33,220.03,9.56,52,0,0,0,0,0,0,0,0,0,1,0
9985.47,8.58,24.03,147.17,18.52,26,0,0,0,0,0,0,1,0,0,0,0
7995.84,5.5,44.06,397.18,42.26,25,1,0,0,0,0,0,1,0,0,0,0
4568.24,10.69,93.5,340.8,2.11,84,0,0,0,0,0,0,0,0,0,1,0
9624.91,6.09,727.51,34.03,20.52,64,0,0,0,0,0,1,0,0,0,0,0
2012.93,9.16,12.67,84.05,14.42,71,0,0,0,0,0,0,0,0,1,0,0
6338.72,17.44,634.5,152.35,59.56,85,1,0,0,0,0,0,1,0,0,0,0
3289.61,7.99,66.7,478.25,61.6,51,0,0,0,1,0,0,0,0,0,0,0
1013.44,4.26,71.52,498.25,11.31,65,1,0,0,0,0,1,0,0,0,0,0
9760.84,3.52,67.63,326.66,7.83,41,0,0,0,1,0,0,0,0,0,0,0
4956.37,12.89,47.34,401.38,2.94,86,1,0,1,0,0,0,0,0,0,0,0
4178.3,0.6,259.27,120.88,9.93,88,0,0,0,0,0,0,0,0,1,0,0
1471.64,5.58,73.24,171.05,23.61,21,0,0,1,0,0,0,0,0,0,0,0
7828.25,14.14,85,320.21,42.05,70,0,0,1,0,0,0,0,0,0,0,0
2207.34,19.57,10.82,30.09,0.38,82,0,0,0,0,0,1,0,0,0,0,0
4365.31,0.16,80.32,493.46,39.66,78,1,0,0,0,0,0,0,0,0,0,1
4699.96,5.99,66.02,296.31,5.71,75,1,0,0,0,0,0,0,0,0,1,0
1708.77,20.29,7.24,342.92,0.72,64,1,0,0,0,0,1,0,0,0,0,0
7812.89,49.95,90.54,76.01,22.95,43,0,0,1,0,0,0,0,0,0,0,0
8158.7,12.82,12.11,245.69,1.06,89,0,0,0,0,0,0,1,0,0,0,0
9599,40.13,11.06,270.18,6.43,58,0,0,0,0,0,0,0,0,1,0,0
5012.83,5.81,76.91,439.93,23.22,54,1,0,0,0,0,0,0,0,0,0,1
3964.37,2.02,158.74,271.02,4.53,21,1,0,0,0,0,0,1,0,0,0,0
3591.8,3.27,32.96,314.32,9.57,75,0,0,0,1,0,0,0,0,0,0,0
9423.36,8.41,58.68,446.13,10.46,44,0,1,0,0,0,0,0,0,0,0,0
7588.76,0.75,233.81,189.41,8.01,71,1,1,0,0,0,0,0,0,0,0,0
5151.1,13.95,735.08,135.12,3.05,41,0,0,0,1,0,0,0,0,0,0,0
7242.46,10.22,15.55,133.45,39.02,41,0,0,0,0,1,0,0,0,0,0,0
4411.38,15.64,311.74,300.25,3.19,44,0,0,0,0,1,0,0,0,0,0,0
7705.84,3.13,15.91,49.22,0.81,32,1,0,0,0,0,0,1,0,0,0,0
9292.61,5.17,388.05,13.05,20.13,76,0,0,0,0,0,1,0,0,0,0,0
2153.37,0.65,82.78,381.45,16.86,20,0,0,0,0,0,0,0,0,0,1,0
3687.91,13.99,5.3,405.39,1.9,79,0,0,0,0,0,1,0,0,0,0,0
6490.25,23.67,35.74,471.46,35.68,69,1,0,0,0,0,0,0,0,0,1,0
5206.93,1.7,63.29,297.55,21.36,54,0,0,0,0,0,0,0,0,0,0,1
4857.21,3.46,57.78,256.74,9.15,48,0,0,0,0,0,0,0,1,0,0,0
8381.58,0.81,76.27,41.29,8.01,19,0,0,0,0,0,0,0,0,1,0,0
7498.13,3.47,43.83,63.52,4.22,68,0,0,0,1,0,0,0,0,0,0,0
5245.92,4.39,68.29,474.21,14.03,41,0,0,0,0,0,0,0,0,0,0,1
2458.04,7.71,13.1,41.04,8.32,77,0,0,0,1,0,0,0,0,0,0,0
7757.92,4.91,18.73,48.52,23.29,50,0,0,0,0,0,0,0,1,0,0,0
4382.96,1.47,82.99,370.65,96.62,64,0,0,0,0,0,0,0,0,1,0,0
9208.58,7.57,48.7,382.47,12.49,81,0,0,0,0,1,0,0,0,0,0,0
29.55,25.51,25.02,487.17,8.63,63,1,0,0,0,0,0,0,1,0,0,0
5681.04,14.85,7.03,345.81,9.84,66,0,0,1,0,0,0,0,0,0,0,0
6158.14,0.84,47.37,218.02,49.8,21,1,0,0,0,0,0,0,0,0,1,0
1376.19,4.64,202.97,248.64,47.96,65,0,0,0,0,0,0,0,1,0,0,0
5063.57,2.45,915.57,457.48,37.21,89,1,0,0,0,0,0,1,0,0,0,0
1157.72,45.36,85.41,201.44,10.33,24,0,0,0,0,0,0,0,1,0,0,0
3998.18,19.8,66.16,392.05,44.21,47,1,0,0,0,0,1,0,0,0,0,0
6768.91,14.4,58.76,173.4,17.33,66,0,0,0,1,0,0,0,0,0,0,0
6825.77,18.01,79.41,111.44,31.03,42,0,0,0,0,0,1,0,0,0,0,0
4796.97,1.83,916.93,405.04,22.19,89,0,0,0,0,0,0,1,0,0,0,0
8280.56,6.31,27.33,266.55,53.33,57,0,0,0,0,0,0,0,0,0,0,1
5777.42,9.7,65.43,206.99,60.91,37,0,1,0,0,0,0,0,0,0,0,0
6013.53,12.73,21.46,342.6,1.77,81,0,0,0,1,0,0,0,0,0,0,0
1750.17,5.35,84.25,27.58,34.81,65,0,0,0,1,0,0,0,0,0,0,0
4685.59,4.36,240,144.87,40.75,81,1,0,0,0,0,1,0,0,0,0,0
488.63,0.56,78.39,338.2,39.5,60,0,0,0,0,0,0,1,0,0,0,0
2574.16,12.77,93.29,135.39,39.51,48,0,0,0,0,0,0,0,1,0,0,0
2054.44,6.66,79.79,386.98,82.64,43,0,0,0,0,1,0,0,0,0,0,0
3740.35,4.05,401.27,149.18,10.11,34,1,0,1,0,0,0,0,0,0,0,0
4723.48,26.88,63.02,456.53,14.59,71,0,0,0,1,0,0,0,0,0,0,0
2275.75,1.31,53.38,323.04,23.17,49,0,0,1,0,0,0,0,0,0,0,0
597.4,0.4,285.89,17.57,6.91,38,0,0,0,0,0,0,0,0,1,0,0
3477.37,5.48,65.56,234.24,19.48,35,0,0,0,0,0,0,0,0,0,1,0
1010.71,0.99,64.51,243.42,4.74,62,0,0,0,0,0,0,0,0,1,0,0
1370.55,8.78,86.79,200.6,46.1,74,0,0,0,0,0,1,0,0,0,0,0
8074.97,5.08,769.34,465.16,20.21,76,0,1,0,0,0,0,0,0,0,0,0
4157.95,4.38,71.34,426.38,107.3,25,1,0,0,0,0,1,0,0,0,0,0
3467.4,10.5,398.1,197.06,50.57,36,0,0,0,0,0,0,0,0,0,1,0
648.63,16.54,9.58,240.48,7.08,54,0,0,0,1,0,0,0,0,0,0,0
3958.96,0.36,61.77,101.71,1.06,87,0,0,0,0,0,0,0,0,0,1,0
5588.8,13.28,86.9,344.39,11.19,71,0,0,0,0,0,0,0,0,1,0,0
3295.75,5.38,2.36,26.12,27.09,23,0,0,0,0,1,0,0,0,0,0,0
5637,15.75,79.7,352.92,48.54,75,1,0,0,0,0,0,1,0,0,0,0
9989.03,6.1,37.8,266.63,8.52,65,0,0,0,0,0,1,0,0,0,0,0
4124.85,30.13,75.54,341.83,27.78,38,0,0,0,0,0,0,0,0,0,0,1
5629.97,9.97,53.91,358.29,8.26,72,1,0,0,0,0,0,0,1,0,0,0
1841.83,2.33,48.19,398.61,75.17,72,1,0,0,0,0,0,0,0,1,0,0
6888.67,4.67,23.88,409.88,1.09,31,0,0,0,0,0,0,0,0,1,0,0
111.76,0.83,9.15,122.13,1.61,32,0,0,0,1,0,0,0,0,0,0,0
1836.33,12.07,637.54,220.48,2.95,71,1,0,0,0,0,0,0,0,1,0,0
3654.71,0.88,8.24,416.63,0.64,24,0,0,0,0,0,0,0,1,0,0,0
7510.64,2.62,49.09,5.09,1.4,49,0,1,0,0,0,0,0,0,0,0,0
7288.32,26.79,81.92,415.06,15.3,50,1,0,0,0,0,0,1,0,0,0,0
8826.97,3.92,544.2,485.2,11.86,34,1,0,0,0,1,0,0,0,0,0,0
9669.27,12.33,117.64,220.83,69.12,36,0,0,0,0,0,0,0,0,0,0,1
1940.76,10.71,55.52,322.18,46.82,58,0,0,0,0,0,0,0,1,0,0,0
9502.88,0.98,75.08,415.63,112.11,50,0,0,0,0,0,0,0,1,0,0,0
2417.66,1.64,378.48,215.88,3.98,69,1,0,0,0,0,0,0,0,0,1,0
6194.21,3.34,694.7,335.73,2.7,43,1,0,1,0,0,0,0,0,0,0,0
1616.93,4.73,56.17,461.83,30.22,89,0,0,0,0,0,0,0,0,1,0,0
216.75,14.38,97.37,311.92,28.99,50,0,0,0,0,0,0,0,0,0,1,0
3155.33,1.18,183.67,458.82,10.03,49,1,0,1,0,0,0,0,0,0,0,0
2220.6,29.77,0.93,157.56,12.58,78,0,0,0,0,0,0,0,1,0,0,0
3417.17,7.12,481.33,386.53,14.08,44,0,0,0,0,1,0,0,0,0,0,0
2789.27,1.89,19.56,1.21,20.78,27,1,0,0,0,0,0,1,0,0,0,0
1154.56,1.17,25.67,221.74,33.73,54,1,0,0,0,0,0,1,0,0,0,0
2086.56,18.48,325.28,145.06,10.75,57,0,1,0,0,0,0,0,0,0,0,0
877.87,30.53,64.61,300.44,6.28,24,0,0,0,1,0,0,0,0,0,0,0
5302.83,25.58,280.61,352.82,29.46,19,0,1,0,0,0,0,0,0,0,0,0
8277.2,9.98,355.98,223.17,10.64,75,0,0,0,0,1,0,0,0,0,0,0
5723.97,0.63,91.31,310.6,0.02,65,0,0,0,0,0,1,0,0,0,0,0
3246.85,7.85,30.21,234.76,27.59,19,0,0,0,0,0,0,0,0,0,1,0
8464.13,13.65,67.63,346.31,35.09,85,0,0,0,0,0,0,0,1,0,0,0
1534.16,5.02,5.86,374.07,49.64,52,1,0,0,0,0,0,0,0,0,1,0
8261.4,15.23,94.67,337.97,5.44,66,0,1,0,0,0,0,0,0,0,0,0
6168.78,2.45,88.04,96.15,6.76,33,0,1,0,0,0,0,0,0,0,0,0
2004.93,4.41,62.58,484.67,31.63,24,0,0,1,0,0,0,0,0,0,0,0
2079.85,2.31,527.96,461.91,98.85,73,1,0,0,0,0,0,1,0,0,0,0
588.24,9.14,50.68,55.22,31.28,89,0,1,0,0,0,0,0,0,0,0,0
8856.28,5.58,64.48,118.37,21.68,83,0,0,0,0,0,0,0,1,0,0,0
7514.35,7.76,30.26,109.3,36.96,21,0,0,1,0,0,0,0,0,0,0,0
9324.3,0.6,94.58,156.63,8.15,19,0,0,0,0,0,0,0,0,0,1,0
2264.19,32.82,94.73,57.7,29.31,55,0,0,0,1,0,0,0,0,0,0,0
451.16,25.71,971.3,405.04,38.01,73,0,0,0,0,0,0,0,0,0,0,1
4947.08,28.35,79.58,240.29,13.15,84,0,0,0,0,0,1,0,0,0,0,0
3151.93,1.45,9.02,330.64,9.11,64,0,0,0,0,0,1,0,0,0,0,0
4146.53,10.57,15.31,391.07,2.07,33,1,0,0,0,0,0,1,0,0,0,0
4638.81,6.52,39.05,203.17,16.26,49,0,0,0,0,0,0,1,0,0,0,0
7927.97,15.75,28.56,237.77,13.98,48,0,0,0,0,1,0,0,0,0,0,0
7169.84,1.91,631.93,158.58,37.4,76,0,0,0,0,0,0,0,1,0,0,0
7793.65,0.18,26.73,23.58,63.19,89,0,0,0,1,0,0,0,0,0,0,0
2267.51,0.83,21.07,484.19,90.88,72,0,0,0,1,0,0,0,0,0,0,0
414.5,7.41,258.96,425.5,37.07,77,0,0,1,0,0,0,0,0,0,0,0
8779,1.72,57.54,43.76,55.19,24,0,0,0,0,0,0,0,1,0,0,0
3734.35,28.97,89.61,249.87,11.75,19,0,0,0,0,1,0,0,0,0,0,0
3346.65,1.46,785.79,124.06,21.14,50,0,0,0,0,1,0,0,0,0,0,0
7384.38,18.03,56.42,152.72,4.95,46,0,0,0,0,0,1,0,0,0,0,0
1212.7,4.26,17.1,365.16,71.53,28,1,0,0,0,0,0,1,0,0,0,0
3697.42,0.82,149.83,338.17,16.45,67,1,0,0,0,0,0,1,0,0,0,0
4587.3,10.14,98.1,242.59,54.13,78,0,0,0,0,0,1,0,0,0,0,0
9873.13,5.3,92.05,75.48,23.85,35,0,1,0,0,0,0,0,0,0,0,0
7700.17,63.58,12.02,67.5,3.92,30,0,1,0,0,0,0,0,0,0,0,0
8633.64,15.56,605.28,294.78,18.26,49,0,0,0,0,0,0,0,0,0,0,1
8208.53,7.18,74.77,271.62,31.86,51,0,1,0,0,0,0,0,0,0,0,0
2860.33,36.72,20.33,181.31,3.73,32,0,0,0,0,0,0,0,1,0,0,0
1731.02,5.33,16.59,295.39,87.22,53,1,1,0,0,0,0,0,0,0,0,0
9405.93,38.51,37.63,63.13,6.11,68,0,0,0,0,0,0,0,1,0,0,0
617.05,8.27,36.38,229.75,88.95,86,1,0,0,0,0,0,0,1,0,0,0
5692.98,9.41,67.66,328.15,14.52,40,0,0,0,0,1,0,0,0,0,0,0
3360.75,28.11,309.31,348.29,47.3,52,1,0,0,0,0,0,1,0,0,0,0
7231.11,0.69,19.19,221.07,0.28,88,0,0,0,0,0,0,0,0,0,0,1
2548.15,10.24,41.43,321.6,5.14,83,0,0,0,1,0,0,0,0,0,0,0
7642.21,1.38,91.17,153.51,27.17,82,0,0,0,0,0,0,1,0,0,0,0
4427.14,4.49,62.48,431.84,48.22,65,0,0,0,0,1,0,0,0,0,0,0
5127.82,10.09,43.04,192.58,50.97,36,0,0,0,0,0,0,0,0,0,1,0
7699.84,0.36,48.07,55.58,47.54,44,0,0,0,0,0,0,0,1,0,0,0
6349.34,15.17,83.01,152.1,145.25,65,0,0,0,0,0,0,0,0,1,0,0
7074.56,3.9,17.92,425.26,45.7,32,1,0,0,0,0,0,1,0,0,0,0
6048.34,32.13,21.58,469.79,10.76,78,1,0,0,0,0,0,1,0,0,0,0
9013.86,0.76,695.7,406.95,68.24,65,1,0,0,0,0,1,0,0,0,0,0
2476.57,7.23,471.24,156.57,53.71,57,0,0,0,0,0,0,0,1,0,0,0
2773.59,2.16,64.61,319.32,12.08,19,0,0,0,0,0,1,0,0,0,0,0
8052.97,9.04,56.58,451.37,14.81,49,1,0,0,0,0,0,1,0,0,0,0
566.62,5.13,29.5,336.17,90.57,53,0,0,0,0,0,0,0,0,0,0,1
3141.85,0.44,101.19,334.55,24.66,31,0,0,0,0,1,0,0,0,0,0,0
9190.13,0.85,50.34,11.61,35.31,21,0,0,0,0,0,0,0,0,0,0,1
3377.41,3.32,37.67,120.91,4.72,70,0,0,0,0,0,0,0,0,1,0,0
9309.31,4.4,29.82,440.86,39.43,55,1,0,0,0,0,0,1,0,0,0,0
8409.02,0.24,12.35,481.99,22.1,55,0,0,0,0,1,0,0,0,0,0,0
8274.78,42.19,20.23,470.64,100.93,88,0,0,0,0,0,0,0,0,0,0,1
1069.97,0.2,66.44,110.89,2.65,42,0,0,0,0,0,0,0,0,1,0,0
256.77,9.23,20.83,234.8,34.12,33,0,1,0,0,0,0,0,0,0,0,0
8559.22,4.15,87.93,21.31,48.35,46,0,0,0,0,0,0,1,0,0,0,0
7098.55,7.11,50.34,144.19,99.07,57,1,0,0,0,0,0,0,0,0,0,1
3756.94,11.55,42.98,152.05,10.36,35,1,0,0,0,0,0,1,0,0,0,0
3363.31,0.23,71.53,180.02,10.93,60,0,0,0,1,0,0,0,0,0,0,0
747.71,21.34,98.38,165.48,3.41,66,0,1,0,0,0,0,0,0,0,0,0
5419.63,1.8,478.34,49.24,143.56,84,1,0,0,0,0,0,0,0,0,1,0
5156.92,43.3,935.49,404.21,37.53,43,1,0,0,0,0,0,1,0,0,0,0
6334.12,0.55,3.39,68.65,26.56,37,0,1,0,0,0,0,0,0,0,0,0
7576.69,4.25,272.51,119.34,2.91,19,0,0,0,0,1,0,0,0,0,0,0
3388.96,4.34,19.61,163.51,33.68,62,0,0,0,1,0,0,0,0,0,0,0
5047.7,6.8,242.69,278.74,29.94,25,1,0,0,0,0,0,1,0,0,0,0
